N,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
399,0.289639,-0.495195,-0.139032,-0.371813,-0.272702,0.243767,-0.0850506,-0.106912,0.78135,0.289639,0.741059,0.348026,0.0774763,0.353972,0.233322,0.0444772,0.651897,0.500636,0.477096,-0.196548,0.429428,0.366408
400,0.299549,-0.639472,-0.188783,-0.396709,-0.177793,0.276709,-0.0762977,-0.0114932,0.990016,0.299549,0.54538,0.464155,-0.0706423,0.358775,0.230261,0.0292273,0.70205,0.415801,0.58495,-0.129008,0.446255,0.325449
401,0.358401,-0.508554,-0.163411,-0.317748,-0.221062,0.316613,-0.0221373,0.0185947,1.21933,0.358401,0.223281,0.416425,-0.0729341,0.150574,0.154336,0.11048,0.806595,0.447765,0.660594,-0.0878132,0.389934,0.268673
402,0.133323,-0.465562,-0.468458,-0.270411,-0.110395,0.20038,-0.0316006,0.154608,1.11073,0.133323,0.305976,0.409315,-0.112373,0.0367803,0.142565,0.109709,0.65998,0.476177,0.545208,0.0398997,0.3332,0.0504564
403,0.144501,-0.309527,-0.398614,-0.189575,0.0970909,0.27612,-0.0764258,0.186359,1.1065,0.144501,-0.0153562,0.303856,-0.0779079,-0.139456,0.130937,-0.0527978,0.530089,0.522469,0.609349,-0.0477276,0.462459,0.0124889
404,0.223085,-0.438265,-0.387049,-0.138154,0.0317758,0.195479,-0.111913,0.181309,0.691106,0.223085,-0.0752475,0.229005,-0.157537,-0.0616158,0.157208,-0.0991435,0.536309,0.542853,0.585598,0.158654,0.531267,0.142794
405,0.136272,-0.367195,-0.412374,0.138781,-0.0473098,0.220761,0.0186165,0.230874,0.685962,0.136272,-0.206063,0.173101,-0.125919,-0.1176,0.176301,-0.0036264,0.494406,0.496608,0.486711,0.16149,0.429332,0.115012
406,-0.0151399,-0.407634,-0.498743,0.0135501,0.0215298,0.261643,0.0243009,0.0670553,0.518201,-0.0151399,-0.0921662,0.147591,-0.0910118,-0.0529822,0.198039,0.0605328,0.635234,0.495127,0.517991,0.217959,0.431568,0.0606411
407,-0.0483744,-0.361058,-0.566451,0.0208712,-0.136368,0.285317,0.0301343,0.17263,0.857372,-0.0483744,0.0347377,0.263631,0.051052,0.0475204,0.090044,0.0897253,0.582962,0.511666,0.57684,0.277316,0.556361,0.0805807
408,-0.0314879,-0.39284,-0.624385,-0.0941931,-0.0346681,0.240883,-0.0345745,0.141103,0.666701,-0.0314879,0.0679233,0.313073,0.0113264,0.0709016,0.0807251,0.0267784,0.493272,0.505966,0.47361,0.286653,0.58505,0.241321
409,-0.100009,-0.294129,-0.644032,-0.252901,0.193159,0.263293,-0.0452828,-0.0487288,-0.00932428,-0.100009,0.194401,0.161036,0.150962,0.0895225,0.123494,0.0595448,0.639589,0.525415,0.512741,0.211524,0.657587,0.0645622
410,-0.18092,-0.358515,-0.745449,-0.275411,-0.135305,0.179224,-0.18562,-0.044664,0.027946,-0.18092,0.277661,0.0732799,0.127142,-0.00345221,0.265286,0.0904351,0.716016,0.563677,0.600248,0.334391,0.621944,0.196117
411,-0.0790303,-0.391975,-0.66259,-0.307975,-0.100044,0.205179,-0.162881,-0.184465,-0.26872,-0.0790303,0.24286,0.0663093,0.00230121,0.103112,0.222674,-0.0336891,0.788712,0.572921,0.597728,0.299705,0.759523,0.310651
412,-0.158091,-0.515462,-0.778935,-0.431384,-0.212844,0.34459,-0.228015,-0.197983,-0.342815,-0.158091,0.423019,0.0312696,0.0350134,0.0164103,0.273381,0.0581584,0.740194,0.528964,0.772592,0.223874,0.834099,0.331383
413,-0.236762,-0.476844,-0.895894,-0.513974,-0.247791,0.471343,-0.400037,-0.218265,-0.275935,-0.236762,0.589638,0.109352,0.0459057,0.187198,0.24819,0.159363,0.651378,0.441413,0.841329,0.168714,0.761881,0.167163
414,-0.182651,-0.439525,-0.88244,-0.665448,-0.124624,0.341745,-0.475194,-0.236007,0.341608,-0.182651,0.621725,0.185573,0.143599,0.238593,0.199242,0.212659,0.72692,0.498906,0.842436,0.104658,0.748026,0.223234
415,-0.116329,-0.420765,-0.887328,-0.616394,-0.140044,0.268606,-0.502089,-0.309134,0.464847,-0.116329,0.623105,0.240975,0.0812969,0.134958,0.241496,0.179052,0.620061,0.500002,0.904417,0.0963923,0.752075,0.269909
416,-0.182511,-0.390125,-0.634046,-0.733679,-0.372085,0.299818,-0.558569,-0.258377,0.934394,-0.182511,0.392044,0.13805,-0.15597,0.425635,0.201807,0.186807,0.691823,0.630223,0.869115,0.0455151,0.726302,0.219784
417,-0.0946647,-0.584385,-0.684189,-0.744894,-0.329965,0.292513,-0.472711,-0.228784,1.10548,-0.0946647,0.261849,0.106194,-0.151832,0.408779,0.211473,0.160763,0.543982,0.606264,0.776662,-0.105807,0.721268,0.0763385
418,-0.179086,-0.730575,-0.80184,-0.729264,-0.426438,0.279628,-0.400281,-0.203238,1.15484,-0.179086,-0.0334438,0.0720371,-0.351608,0.408707,0.179484,0.168967,0.39334,0.560282,0.709807,-0.140982,0.498147,0.168985
419,-0.0638831,-0.774293,-0.856955,-0.882886,-0.446276,0.170043,-0.252472,-0.156453,0.659035,-0.0638831,-0.0977755,0.048579,-0.359769,-0.0350773,0.0797928,0.127576,0.293683,0.576304,0.652949,-0.291279,0.454449,0.23486
420,-0.19058,-0.566174,-0.604783,-0.890856,-0.48131,-0.0800059,-0.367075,-0.292191,0.50488,-0.19058,-0.0302773,0.0132659,-0.396181,0.168348,0.0856256,0.113933,0.366101,0.599056,0.527383,-0.299413,0.487375,0.212467
421,-0.225063,-0.735021,-0.676435,-0.911293,-0.567026,-0.178046,-0.273868,-0.428665,0.286983,-0.225063,-0.107485,4.04302E-4,-0.442317,-0.182513,0.0258578,0.126297,0.369219,0.525432,0.580637,-0.227537,0.376405,0.185696
422,-0.151597,-0.83296,-0.622352,-0.839799,-0.558111,-0.135416,-0.235616,-0.491668,0.265466,-0.151597,-0.344415,-0.149365,-0.480052,-0.45472,0.00928959,0.0770894,0.326079,0.651817,0.487803,-0.13307,0.250744,0.216742
423,-0.28478,-0.775951,-0.621123,-1.01237,-0.590352,-0.252014,-0.263561,-0.509066,0.238469,-0.28478,-0.472132,-0.174265,-0.513186,-0.576723,0.035286,0.223363,0.364767,0.635612,0.544738,-0.116154,0.261993,0.173846
424,-0.412527,-0.918306,-0.746033,-1.16765,-0.610382,-0.329715,-0.24424,-0.523682,0.448418,-0.412527,-0.524,-0.275036,-0.628414,-0.28634,0.0223679,0.14007,0.306679,0.625747,0.633115,-0.116544,0.218632,0.212093
425,-0.59205,-1.10515,-0.723769,-1.22029,-0.667341,-0.331759,-0.211264,-0.449655,0.596351,-0.59205,-0.484194,-0.365419,-0.536252,-0.809436,0.0775316,0.223236,0.31238,0.531323,0.679176,-0.087928,0.2886,0.16509
426,-0.510515,-1.08007,-0.771264,-1.14671,-0.560482,-0.25774,-0.340968,-0.481627,0.586883,-0.510515,-0.456013,-0.403915,-0.541859,-0.724156,0.0833875,0.140274,0.350659,0.43266,0.704105,-0.0531302,0.35011,0.216207
427,-0.559506,-0.988873,-0.733647,-1.17918,-0.546505,-0.247287,-0.399846,-0.478487,0.721636,-0.559506,-0.40339,-0.441262,-0.4497,-0.665678,0.0984721,0.17057,0.400641,0.442882,0.749619,-0.0240023,0.375317,0.269013
428,-0.560873,-1.05805,-0.763851,-1.1053,-0.595287,-0.311892,-0.263001,-0.581089,0.61253,-0.560873,-0.357344,-0.452497,-0.473133,-0.728081,0.118083,0.132426,0.437989,0.417162,0.733195,0.11353,0.451609,0.115643
429,-0.474419,-1.00921,-0.844907,-1.17612,-0.580732,-0.255959,-0.355955,-0.561377,0.649715,-0.474419,-0.443486,-0.425087,-0.504621,-0.694076,0.0842252,0.116472,0.511475,0.368364,0.757197,0.0944716,0.529344,0.162109
430,-0.551164,-1.03734,-0.875305,-1.1767,-0.590733,-0.19755,-0.386824,-0.421554,0.567988,-0.551164,-0.404608,-0.442846,-0.523824,-0.584514,0.0942829,0.133916,0.544052,0.383984,0.786654,0.0236555,0.511179,0.242821
431,-0.440306,-0.88259,-1.00456,-1.3253,-0.632035,-0.258239,-0.424075,-0.2984,0.701896,-0.440306,-0.352147,-0.399689,-0.464448,-0.709054,0.148922,0.26033,0.550088,0.432191,0.714064,0.0831226,0.432178,0.285815
432,-0.46727,-0.880698,-1.10299,-1.22687,-0.609441,-0.164375,-0.480528,-0.317152,0.521253,-0.46727,-0.40256,-0.383307,-0.399791,-0.669326,0.156814,0.143003,0.534837,0.500909,0.701905,0.052144,0.514267,0.259059
433,-0.318295,-0.848246,-1.11061,-1.02979,-0.648895,-0.178768,-0.350415,-0.205769,0.350097,-0.318295,-0.323245,-0.349235,-0.285804,-0.672351,0.143691,0.082732,0.523285,0.480645,0.784769,0.0137427,0.450751,0.295488
434,-0.154626,-0.836393,-1.16188,-0.997301,-0.637519,-0.146461,-0.273541,-0.243878,0.497808,-0.154626,-0.367125,-0.389974,-0.270344,-0.620531,0.137947,-0.0451746,0.610447,0.549747,0.806924,0.0650322,0.467179,0.330814
435,-0.192041,-0.837356,-1.23037,-1.06629,-0.70267,-0.17242,-0.35167,-0.260706,0.385606,-0.192041,-0.326036,-0.395496,-0.209003,-0.464968,0.166076,-0.0096129,0.534916,0.630041,0.785106,0.0706946,0.480831,0.346347
436,-0.12942,-0.787295,-1.26352,-1.06058,-0.735123,-0.0703838,-0.361363,-0.22991,0.300826,-0.12942,-0.325429,-0.445072,-0.268171,-0.249736,0.187042,-0.0143576,0.539679,0.653867,0.838628,0.132821,0.479515,0.288651
437,-0.0927481,-0.726346,-1.16848,-0.978844,-0.685574,-0.0348288,-0.306925,-0.223888,0.537605,-0.0927481,-0.322737,-0.404097,-0.29634,-0.162237,0.197157,0.0402174,0.619131,0.72408,0.863595,0.14308,0.494964,0.273907
438,-0.0839149,-0.696068,-1.18462,-0.917664,-0.655737,-0.0173842,-0.245474,-0.220105,0.606642,-0.0839149,-0.321448,-0.394183,-0.231952,0.0859748,0.214162,0.0377099,0.568538,0.762629,0.848347,0.173185,0.486961,0.238852
439,-0.0389619,-0.676675,-1.17561,-1.04523,-0.542691,-0.132084,-0.232049,-0.287141,0.629104,-0.0389619,-0.256148,-0.349771,-0.142957,-0.0114485,0.297529,0.126294,0.546812,0.726128,0.866634,0.200191,0.501712,0.195333
440,-0.0617702,-0.659327,-1.07422,-0.976238,-0.518062,-0.0454074,-0.252029,-0.305842,0.520329,-0.0617702,-0.20715,-0.322078,-0.155094,-0.10731,0.278244,0.108511,0.580164,0.74792,0.814217,0.19059,0.515397,0.144985
441,-0.00724817,-0.678228,-1.05746,-0.89268,-0.486198,-0.0264547,-0.328372,-0.346962,0.541544,-0.00724817,-0.202929,-0.278087,-0.144152,-0.159118,0.278581,0.154925,0.544393,0.675143,0.752194,0.193167,0.546675,0.11844
442,-0.058956,-0.668137,-1.0352,-0.982628,-0.484545,-0.0352535,-0.360436,-0.408843,0.327194,-0.058956,-0.17412,-0.260447,-0.101064,-0.193659,0.24528,0.182512,0.473767,0.654909,0.702415,0.21848,0.435546,0.075575
443,-0.140607,-0.58367,-0.989701,-1.06778,-0.483686,-0.0633307,-0.338909,-0.39369,0.102831,-0.140607,-0.151747,-0.239746,-0.0967572,-0.239531,0.306881,0.303773,0.516482,0.673099,0.658629,0.268161,0.474552,0.07414
444,-0.174505,-0.553875,-0.913236,-0.916604,-0.427836,-0.0948039,-0.294741,-0.366881,0.386919,-0.174505,-0.127959,-0.188782,-0.140668,-0.205028,0.290382,0.328915,0.546191,0.668386,0.6136,0.25477,0.349378,0.0683774
445,-0.192082,-0.542354,-0.955799,-0.938524,-0.372142,-0.159216,-0.331058,-0.370952,0.0516087,-0.192082,-0.0946547,-0.146431,-0.153346,-0.248584,0.270506,0.328464,0.539859,0.705168,0.548761,0.208181,0.305871,0.115617
446,-0.245255,-0.537834,-1.00981,-0.927339,-0.413222,-0.0874863,-0.374366,-0.325288,-0.0662545,-0.245255,-0.0195207,-0.146576,-0.179742,-0.229312,0.271041,0.284278,0.613669,0.643427,0.588143,0.194028,0.34625,0.18637
447,-0.298055,-0.497701,-1.05315,-0.828781,-0.36577,-0.0683907,-0.449138,-0.284508,0.0620869,-0.298055,-0.0406317,-0.140423,-0.143459,-0.253537,0.315961,0.358783,0.670607,0.615162,0.659668,0.235684,0.362551,0.211382
448,-0.30846,-0.520417,-1.07533,-0.775647,-0.357773,-0.0860133,-0.457207,-0.264257,0.270576,-0.30846,-0.0356262,-0.116323,-0.167406,-0.232383,0.279007,0.296162,0.711909,0.644231,0.780061,0.18956,0.396696,0.215245
449,-0.326326,-0.535734,-1.11806,-0.664161,-0.389576,-0.12013,-0.4266,-0.198494,0.242502,-0.326326,-0.0220737,-0.160266,-0.19916,-0.230137,0.256157,0.324516,0.795242,0.676495,0.790937,0.171628,0.422549,0.285373
450,-0.354492,-0.551471,-1.19024,-0.567773,-0.273122,-0.0796072,-0.397395,-0.187384,0.34807,-0.354492,-0.00405617,-0.14539,-0.181591,-0.184841,0.22492,0.281222,0.745271,0.628426,0.785468,0.087754,0.37639,0.320435
451,-0.362171,-0.482392,-1.15019,-0.670808,-0.164651,-0.129031,-0.416865,-0.140817,0.373873,-0.362171,-0.0898514,-0.153252,-0.224945,-0.174219,0.23678,0.251218,0.677315,0.654945,0.81139,0.035758,0.352824,0.379674
452,-0.251316,-0.495341,-1.09816,-0.55684,-0.251739,-0.0693545,-0.45836,-0.0635925,0.235206,-0.251316,-0.0547453,-0.135846,-0.247779,-0.1275,0.236924,0.283968,0.651305,0.655031,0.820882,0.0659309,0.330846,0.406104
453,-0.198836,-0.473135,-1.10099,-0.591945,-0.196874,-0.113457,-0.451905,-0.0335493,0.198436,-0.198836,-0.0506526,-0.120584,-0.271322,-0.0122062,0.254242,0.298759,0.620654,0.609194,0.744358,0.0876194,0.279415,0.415229
454,-0.210382,-0.371372,-1.06824,-0.61762,-0.267882,-0.0897593,-0.451841,0.0227684,0.381269,-0.210382,-0.0771969,-0.0986324,-0.207342,-0.0288102,0.28371,0.300405,0.601476,0.628755,0.747722,0.110756,0.247739,0.465749
455,-0.145926,-0.391202,-0.954765,-0.736504,-0.312696,-0.0659367,-0.434413,0.0230582,0.465964,-0.145926,-0.11727,-0.0758933,-0.161,-0.135084,0.261341,0.360722,0.549007,0.628746,0.676778,0.116433,0.10467,0.456158
456,-0.121225,-0.460774,-0.904624,-0.819513,-0.339895,-0.0412206,-0.423567,-0.0175899,0.558779,-0.121225,-0.128873,-0.0732493,-0.180459,-0.0770932,0.213309,0.289665,0.503639,0.668847,0.694617,0.0363792,0.103679,0.43804
457,-0.137511,-0.384349,-0.816079,-0.820212,-0.355896,-0.0334087,-0.43761,0.0371616,0.594403,-0.137511,-0.111694,-0.0667265,-0.187182,-0.0821965,0.268514,0.34365,0.520922,0.681868,0.720314,0.0967944,0.11161,0.51262
458,-0.138687,-0.368349,-0.788211,-0.892077,-0.466691,0.0468171,-0.475155,0.0592682,0.695554,-0.138687,-0.0885946,-0.0498659,-0.17604,-0.0981387,0.292529,0.319588,0.637697,0.685261,0.756292,0.180368,0.185471,0.531142
459,-0.150533,-0.285162,-0.721081,-0.950267,-0.547845,0.0772911,-0.409293,0.0447163,0.806461,-0.150533,-0.0695553,-0.0136326,-0.149405,0.011443,0.371818,0.42571,0.777898,0.702127,0.873818,0.288804,0.315841,0.489382
460,-0.0968083,-0.335846,-0.781553,-1.07337,-0.644172,0.0877743,-0.439673,0.0423703,0.891746,-0.0968083,-0.0409242,-0.0391334,-0.155178,0.13617,0.37768,0.417006,0.777775,0.707063,0.959312,0.289494,0.36152,0.465916
461,-0.100902,-0.34146,-0.894804,-1.13364,-0.523133,0.0750436,-0.423436,0.0445565,1.07655,-0.100902,-0.0623751,-0.0106424,-0.139133,0.0569659,0.357899,0.366961,0.831681,0.708299,0.978876,0.264292,0.403928,0.502901
462,-0.0921995,-0.346243,-0.911872,-1.07291,-0.501787,0.0618777,-0.420981,0.0225059,1.15977,-0.0921995,-0.0495763,-0.0145327,-0.115245,0.0428549,0.323377,0.332868,0.868135,0.736853,0.926889,0.229619,0.511232,0.492056
463,-0.0736117,-0.460702,-0.900633,-1.17151,-0.508771,0.103366,-0.335796,0.042146,0.961474,-0.0736117,-0.0157492,-0.0335194,-0.115041,-0.0484485,0.313308,0.320813,0.955436,0.79763,0.976507,0.199295,0.603565,0.497292
464,-0.149105,-0.438438,-1.0456,-1.0319,-0.575798,0.0874742,-0.419215,0.00844204,0.707475,-0.149105,0.0139084,-0.0314003,-0.139421,-0.123425,0.337877,0.347311,0.966107,0.823334,1.00032,0.197995,0.637538,0.527043
465,-0.14375,-0.405757,-1.07234,-0.945337,-0.544684,0.0725228,-0.429824,0.0368552,0.649685,-0.14375,-0.0275266,-0.0174408,-0.12582,-0.237992,0.396068,0.37205,0.962628,0.802049,1.05059,0.248459,0.675134,0.533951
466,-0.129319,-0.336692,-1.0783,-0.994883,-0.556538,0.0124569,-0.426146,0.0620947,0.55686,-0.129319,-0.103906,-0.00895868,-0.107608,-0.174975,0.413313,0.455967,0.947637,0.743895,1.07673,0.258129,0.688817,0.477416
467,-0.107575,-0.329187,-1.05116,-0.926759,-0.434024,0.0246372,-0.426887,0.00547485,0.680626,-0.107575,-0.105601,0.023623,-0.129131,-0.15698,0.370494,0.36295,0.91806,0.759065,1.05327,0.234106,0.657334,0.426617
468,-0.0792065,-0.404247,-1.07111,-0.919033,-0.383393,0.0744291,-0.361458,0.0360287,0.806268,-0.0792065,-0.0955521,0.0415033,-0.12396,-0.0961475,0.327323,0.274914,1.01727,0.808424,1.06465,0.183834,0.667798,0.450357
469,-0.0685643,-0.369473,-1.0169,-0.936395,-0.359191,0.0166896,-0.404902,-0.0247917,0.903833,-0.0685643,-0.0946235,0.0468075,-0.118153,-0.030102,0.334435,0.327976,0.961335,0.805006,0.955296,0.252806,0.540073,0.398225
470,-0.105075,-0.33535,-0.93951,-0.82373,-0.551044,0.0228425,-0.432587,-0.051142,0.847451,-0.105075,-0.117786,0.0260932,-0.127367,0.0348365,0.332081,0.32712,0.911064,0.800807,0.878204,0.242771,0.480473,0.367778
471,-0.148336,-0.31634,-0.946829,-0.805221,-0.594266,0.0257062,-0.352476,-0.00387308,0.714688,-0.148336,-0.1612,0.0212018,-0.153092,-0.00441991,0.304575,0.270178,0.846666,0.802525,0.844357,0.196646,0.392821,0.347772
472,-0.172041,-0.277868,-0.91644,-0.721568,-0.543936,-0.0178106,-0.37294,-0.0355009,0.5354,-0.172041,-0.216664,-0.016903,-0.226959,0.0398853,0.340253,0.260116,0.889845,0.759628,0.828093,0.236164,0.409511,0.273441
473,-0.163005,-0.278678,-0.930138,-0.733966,-0.471669,-0.0611224,-0.259522,-0.0504091,0.618813,-0.163005,-0.21559,-0.0224376,-0.192565,-0.0896195,0.348402,0.259312,0.801932,0.740768,0.788268,0.265945,0.429481,0.209383
474,-0.147269,-0.261443,-0.890205,-0.769581,-0.469434,-0.0520414,-0.312202,-0.0714169,0.666608,-0.147269,-0.19457,-0.0113567,-0.19064,-0.0238619,0.330573,0.244722,0.837967,0.747756,0.749222,0.214823,0.407369,0.170249
475,-0.148889,-0.312368,-0.87054,-0.812062,-0.523035,-0.0659818,-0.295184,-0.0738563,0.692031,-0.148889,-0.112412,0.0170374,-0.151416,-0.0540258,0.290644,0.16345,0.754768,0.765442,0.692201,0.219072,0.382047,0.19242
476,-0.205366,-0.373475,-0.878091,-0.915185,-0.503553,-0.0175741,-0.334231,-0.0997293,0.718561,-0.205366,-0.0425052,0.00267506,-0.115491,-0.0182972,0.302195,0.114124,0.865177,0.762815,0.806542,0.18017,0.515876,0.232053
477,-0.204113,-0.401954,-0.901525,-0.998627,-0.499646,0.00601366,-0.361082,-0.133445,0.615406,-0.204113,-0.0979215,-0.0409273,-0.116148,-0.0377621,0.284568,0.12469,0.883127,0.744909,0.968183,0.217846,0.576204,0.208384
478,-0.252865,-0.444724,-1.03612,-0.986207,-0.589429,0.019573,-0.404162,-0.119671,0.446027,-0.252865,-0.136027,-0.0784852,-0.148177,-0.0237482,0.285314,0.0751587,0.947636,0.727032,1.08163,0.150521,0.685004,0.223738
479,-0.267582,-0.478763,-1.00111,-1.08849,-0.575873,-0.0101299,-0.38632,-0.0940773,0.287042,-0.267582,-0.106199,-0.0184875,-0.13879,0.0126523,0.323015,0.0941312,0.984367,0.695085,1.04812,0.195253,0.667173,0.224236
480,-0.252374,-0.516752,-0.989467,-1.1611,-0.460466,-0.0454457,-0.377533,-0.119317,0.48626,-0.252374,-0.0899945,-0.00207806,-0.0620003,0.00715667,0.343704,0.146746,0.918287,0.745292,0.970968,0.215817,0.590714,0.272036
481,-0.304738,-0.519106,-0.961725,-1.21138,-0.565652,-0.0482685,-0.379898,-0.187266,0.374038,-0.304738,-0.106766,-0.00676948,-0.0486588,-0.0241184,0.34313,0.181686,0.962804,0.746352,0.872594,0.240595,0.634506,0.28338
482,-0.289726,-0.504472,-0.974154,-1.17311,-0.600271,0.0315249,-0.345697,-0.14711,0.51587,-0.289726,-0.149781,-0.0247132,-0.0575742,-0.0724225,0.330112,0.169902,1.04112,0.743677,0.981739,0.266135,0.706396,0.313249
483,-0.271289,-0.491054,-1.01391,-1.14991,-0.485268,0.00802924,-0.288872,-0.131275,0.716577,-0.271289,-0.0916089,-0.0137416,-2.2143E-4,-0.125265,0.314187,0.119056,0.986001,0.773357,0.975514,0.277616,0.629401,0.315523
484,-0.236043,-0.517242,-1.06499,-1.13789,-0.463419,-0.0166865,-0.260023,-0.097597,0.668861,-0.236043,-0.0898697,-0.0179369,-0.0257756,-0.25531,0.32988,0.137128,0.944342,0.772094,0.844587,0.201816,0.605198,0.319243
485,-0.187287,-0.521906,-1.15743,-1.06227,-0.459431,-0.0246587,-0.241024,-0.0762042,0.590515,-0.187287,-0.0856159,-0.053899,-0.0350683,-0.242778,0.310873,0.17149,0.950655,0.768975,0.775093,0.212785,0.516201,0.332593
486,-0.22541,-0.495865,-1.17994,-1.068,-0.585316,0.00983777,-0.234338,-0.0388327,0.751513,-0.22541,-0.0671231,-0.0156323,-0.0826788,-0.253392,0.343128,0.175378,0.920754,0.814733,0.819389,0.23788,0.453048,0.358781
487,-0.200468,-0.439533,-1.13867,-1.20659,-0.433234,0.00285121,-0.244046,-0.0400642,0.919246,-0.200468,-0.0152341,0.0195397,-0.019166,-0.191591,0.325013,0.219115,0.907647,0.787952,0.836242,0.250384,0.534848,0.38087
488,-0.153897,-0.353673,-1.23129,-1.21151,-0.427504,-0.0550279,-0.284882,0.0107853,0.807288,-0.153897,-0.0212743,0.0236931,-0.0113778,-0.146952,0.347296,0.237466,0.970532,0.888309,0.837092,0.289141,0.480923,0.402454
489,-0.12058,-0.359098,-1.24534,-1.23117,-0.495601,-0.130876,-0.34641,0.0121931,0.830842,-0.12058,-0.0149842,0.0484704,-0.0484203,-0.111289,0.319897,0.217947,1.01822,0.837953,0.841088,0.224091,0.513965,0.408696
490,-0.114875,-0.290593,-1.18681,-1.13901,-0.454056,-0.173601,-0.369582,-1.64245E-4,0.77854,-0.114875,0.020262,0.00923653,-0.0681987,-0.116264,0.33729,0.19953,1.01157,0.777972,0.852503,0.25798,0.514723,0.395223
491,-0.113137,-0.35791,-1.2369,-1.11444,-0.488359,-0.189029,-0.423052,-0.0240854,0.662258,-0.113137,0.0318771,0.0524918,-0.0452834,-0.103404,0.283418,0.193165,0.983947,0.782231,0.871662,0.126222,0.517689,0.392079
492,-0.127012,-0.370671,-1.1807,-1.09052,-0.580977,-0.1447,-0.464332,-0.0334393,0.486049,-0.127012,0.0089913,0.0907717,-0.106226,-0.0724826,0.289786,0.267656,0.929699,0.77244,0.918188,0.107629,0.547088,0.387056
493,-0.119429,-0.355043,-1.18883,-1.11913,-0.685428,-0.180316,-0.53126,-0.0215612,0.624599,-0.119429,-0.0346858,0.102037,-0.08729,0.014704,0.29322,0.309565,0.895473,0.798793,0.889314,0.154624,0.563219,0.421618
494,-0.138258,-0.385507,-1.17325,-1.22052,-0.648723,-0.0910103,-0.525639,-0.0664297,0.584906,-0.138258,-0.0422628,0.101791,-0.0843111,-0.055158,0.258334,0.320889,0.91919,0.775472,0.908837,0.0662965,0.605501,0.384707
495,-0.124751,-0.393051,-1.10903,-1.01961,-0.645737,-0.191063,-0.499234,-0.0459182,0.644645,-0.124751,-0.0734354,0.0915459,-0.0706472,-0.0625037,0.262531,0.369491,0.800953,0.777238,0.833064,0.0420995,0.516566,0.343046
496,-0.108848,-0.462126,-1.07278,-0.902346,-0.60294,-0.1572,-0.46329,-0.0458037,0.581704,-0.108848,-0.0174284,0.123521,-0.0687326,0.133042,0.240231,0.342211,0.745733,0.771266,0.971902,-0.0394278,0.407113,0.336409
497,-0.0988795,-0.428503,-1.11223,-0.799053,-0.651931,-0.102045,-0.46753,-0.0434871,0.608906,-0.0988795,-0.00522646,0.0917213,-0.0708757,0.0751169,0.260168,0.391987,0.772391,0.780633,1.03373,-0.0437846,0.437,0.332419
498,-0.0817408,-0.482493,-1.15405,-0.763611,-0.538202,-0.0529189,-0.42367,-0.0444387,0.435869,-0.0817408,0.0587276,0.0685158,-0.0421284,0.0911386,0.265294,0.405979,0.77622,0.780385,1.04595,-0.0184716,0.398648,0.343069
499,-0.0841704,-0.429391,-1.18514,-0.836434,-0.464663,-0.147904,-0.452172,-0.0376877,0.432625,-0.0841704,-0.0190683,0.0177601,-0.127681,0.146403,0.231222,0.389337,0.602434,0.800117,0.849617,-0.0367389,0.291606,0.311156
500,-0.0891467,-0.472959,-1.20978,-0.903281,-0.414579,-0.0865573,-0.409426,0.0216071,0.283708,-0.0891467,-0.0154212,-0.0318833,-0.150403,0.0486713,0.156388,0.276061,0.617699,0.782321,0.826799,-0.0763079,0.316751,0.304405
