,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209
Unnamed: 10,,"DP 0.1 nm, 50 nm/min BW 8 nm DIT 8 sec",B,11,0.1,50,8,8,1,-0.240286,-0.147912,-0.22366,-0.168295,-0.135931,-0.0143484,-0.0163577,-0.0548809,-0.0921118,-0.131611,-0.0973888,-0.122622,-0.0797618,-0.0189825,-0.122874,-0.110344,0.00838061,-0.074521,-0.0605974,-0.0862951,-0.119461,-0.0664041,-0.15103,-0.139643,-0.194757,-0.173917,-0.204088,-0.101253,-0.0400365,-0.0494272,-0.0613095,-7.75888E-4,0.0480453,0.155497,0.0820889,0.0778672,0.14188,0.195259,0.105911,0.0780937,0.12503,0.0511393,0.0772859,0.143351,0.130859,0.0766996,0.093738,0.174402,0.224558,0.211416,0.193878,0.172729,0.110969,0.17616,0.124858,0.114164,0.101978,0.131981,0.0645797,0.00471097,0.0409737,0.0966776,0.198443,0.288618,0.262544,0.230234,0.297362,0.429803,0.518161,0.540422,0.538883,0.651576,0.778294,0.681468,0.62773,0.721692,0.652221,0.779435,0.74197,0.637463,0.511235,0.24548,0.213318,0.226417,0.265282,0.267719,0.0726239,0.170525,0.371794,0.357197,0.508994,0.669459,0.801933,0.738109,0.754824,0.914531,0.849799,0.829923,0.60257,0.741059,0.54538,0.223281,0.305976,-0.0153562,-0.0752475,-0.206063,-0.0921662,0.0347377,0.0679233,0.194401,0.277661,0.24286,0.423019,0.589638,0.621725,0.623105,0.392044,0.261849,-0.0334438,-0.0977755,-0.0302773,-0.107485,-0.344415,-0.472132,-0.524,-0.484194,-0.456013,-0.40339,-0.357344,-0.443486,-0.404608,-0.352147,-0.40256,-0.323245,-0.367125,-0.326036,-0.325429,-0.322737,-0.321448,-0.256148,-0.20715,-0.202929,-0.17412,-0.151747,-0.127959,-0.0946547,-0.0195207,-0.0406317,-0.0356262,-0.0220737,-0.00405617,-0.0898514,-0.0547453,-0.0506526,-0.0771969,-0.11727,-0.128873,-0.111694,-0.0885946,-0.0695553,-0.0409242,-0.0623751,-0.0495763,-0.0157492,0.0139084,-0.0275266,-0.103906,-0.105601,-0.0955521,-0.0946235,-0.117786,-0.1612,-0.216664,-0.21559,-0.19457,-0.112412,-0.0425052,-0.0979215,-0.136027,-0.106199,-0.0899945,-0.106766,-0.149781,-0.0916089,-0.0898697,-0.0856159,-0.0671231,-0.0152341,-0.0212743,-0.0149842,0.020262,0.0318771,0.0089913,-0.0346858,-0.0422628,-0.0734354,-0.0174284,-0.00522646,0.0587276,-0.0190683,-0.0154212
Unnamed: 11,,"DP 0.1 nm, 50 nm/min BW 8 nm DIT 8 sec Ac. 3",B,12,0.1,50,8,8,3,-0.0226301,0.0119836,-0.0128692,-0.0212701,-0.0407624,-0.116729,-0.129756,-0.162326,-0.155035,-0.0998614,-0.0799937,-0.0558272,-0.0150273,-0.0492919,-0.0637839,-0.0382454,0.00440472,-0.0192478,0.0491123,0.0118369,-0.00889778,0.00961684,-0.0497136,0.0136483,0.0602827,0.0187695,0.0732921,0.0497347,0.0620372,0.102389,0.0445428,0.0451486,0.0871558,0.0533962,0.0586216,0.0773264,0.0783924,0.0538649,-0.00407134,5.13167E-4,0.100504,0.0161372,0.0137208,0.0663053,0.0990426,0.00996478,0.0614989,0.158607,0.220348,0.224135,0.20159,0.21227,0.217886,0.174808,0.189703,0.156897,0.0847247,0.0478311,0.07846,0.137932,0.198785,0.227407,0.237742,0.296361,0.39365,0.46055,0.435484,0.416606,0.51756,0.470775,0.538083,0.591711,0.646306,0.677099,0.62984,0.629155,0.596742,0.579328,0.591314,0.473168,0.401653,0.307764,0.332798,0.366848,0.337821,0.480267,0.513269,0.456453,0.575151,0.592035,0.540081,0.508396,0.584376,0.6543,0.638549,0.56099,0.472457,0.497309,0.36059,0.348026,0.464155,0.416425,0.409315,0.303856,0.229005,0.173101,0.147591,0.263631,0.313073,0.161036,0.0732799,0.0663093,0.0312696,0.109352,0.185573,0.240975,0.13805,0.106194,0.0720371,0.048579,0.0132659,4.04302E-4,-0.149365,-0.174265,-0.275036,-0.365419,-0.403915,-0.441262,-0.452497,-0.425087,-0.442846,-0.399689,-0.383307,-0.349235,-0.389974,-0.395496,-0.445072,-0.404097,-0.394183,-0.349771,-0.322078,-0.278087,-0.260447,-0.239746,-0.188782,-0.146431,-0.146576,-0.140423,-0.116323,-0.160266,-0.14539,-0.153252,-0.135846,-0.120584,-0.0986324,-0.0758933,-0.0732493,-0.0667265,-0.0498659,-0.0136326,-0.0391334,-0.0106424,-0.0145327,-0.0335194,-0.0314003,-0.0174408,-0.00895868,0.023623,0.0415033,0.0468075,0.0260932,0.0212018,-0.016903,-0.0224376,-0.0113567,0.0170374,0.00267506,-0.0409273,-0.0784852,-0.0184875,-0.00207806,-0.00676948,-0.0247132,-0.0137416,-0.0179369,-0.053899,-0.0156323,0.0195397,0.0236931,0.0484704,0.00923653,0.0524918,0.0907717,0.102037,0.101791,0.0915459,0.123521,0.0917213,0.0685158,0.0177601,-0.0318833
Unnamed: 12,,"DP 0.1 nm, 50 nm/min BW 8 nm DIT 8 sec",B,13,0.1,50,8,8,1,-0.089205,-0.150813,-0.203052,-0.221726,-0.234836,-0.23797,-0.184817,-0.292615,-0.268932,-0.237261,-0.255649,-0.281444,-0.196409,-0.182236,-0.187485,-0.203108,-0.10965,-0.0858861,-0.0979338,-0.142577,-0.0105344,0.0242567,0.0386708,0.0376759,0.114477,0.148392,0.12367,0.144398,0.155868,0.0734871,0.0276564,-0.0581737,-0.00553279,-0.0921943,-0.161445,-0.0811908,-0.0570033,-0.144346,-0.0326143,0.0570273,0.169308,0.102964,0.112612,0.166796,0.132813,0.148779,0.18852,0.208606,0.0734523,0.0312258,0.0276217,-0.0470965,-0.0984695,0.0030908,0.0121306,0.0204226,-0.0193433,0.0115089,0.149054,0.177896,0.229048,0.24305,0.22837,0.164376,0.137441,0.139568,0.143019,0.135426,0.142113,0.206851,0.233383,0.293893,0.342359,0.30559,0.30134,0.357672,0.379551,0.340477,0.363187,0.181551,0.211048,0.112986,0.213457,0.39101,0.322401,0.238801,0.138507,0.0250296,0.20267,0.352097,0.282294,0.344791,0.241633,0.264486,0.349392,0.451926,0.253882,0.279364,0.0788439,0.0774763,-0.0706423,-0.0729341,-0.112373,-0.0779079,-0.157537,-0.125919,-0.0910118,0.051052,0.0113264,0.150962,0.127142,0.00230121,0.0350134,0.0459057,0.143599,0.0812969,-0.15597,-0.151832,-0.351608,-0.359769,-0.396181,-0.442317,-0.480052,-0.513186,-0.628414,-0.536252,-0.541859,-0.4497,-0.473133,-0.504621,-0.523824,-0.464448,-0.399791,-0.285804,-0.270344,-0.209003,-0.268171,-0.29634,-0.231952,-0.142957,-0.155094,-0.144152,-0.101064,-0.0967572,-0.140668,-0.153346,-0.179742,-0.143459,-0.167406,-0.19916,-0.181591,-0.224945,-0.247779,-0.271322,-0.207342,-0.161,-0.180459,-0.187182,-0.17604,-0.149405,-0.155178,-0.139133,-0.115245,-0.115041,-0.139421,-0.12582,-0.107608,-0.129131,-0.12396,-0.118153,-0.127367,-0.153092,-0.226959,-0.192565,-0.19064,-0.151416,-0.115491,-0.116148,-0.148177,-0.13879,-0.0620003,-0.0486588,-0.0575742,-2.2143E-4,-0.0257756,-0.0350683,-0.0826788,-0.019166,-0.0113778,-0.0484203,-0.0681987,-0.0452834,-0.106226,-0.08729,-0.0843111,-0.0706472,-0.0687326,-0.0708757,-0.0421284,-0.127681,-0.150403
Unnamed: 13,,DP 1 nm 100 nm/min BW 8 nm DIT 2 sec Ac. 3,B,14,1,100,8,2,3,-0.0201455,-0.0871243,-0.149677,-0.130518,-0.212664,-0.0886685,-0.133058,-0.142778,-0.0658449,0.0625874,-0.025141,-0.0708827,0.140699,0.225768,0.177324,0.277101,0.176161,0.102142,0.15148,0.0502235,0.00770965,-0.153449,-0.0625738,-0.12758,-0.169226,-0.0882732,0.0373951,-0.0612755,-0.145298,-0.194468,-0.131034,-0.082992,-0.0707304,0.03978,0.0400271,0.0450961,0.0260444,0.0893758,0.0543664,0.0532435,-0.0261991,0.0718957,0.121723,0.220113,0.0957155,0.0864978,0.139069,-0.00763426,0.0541056,0.264391,0.369955,0.495931,0.34006,0.382058,0.126012,-0.0613556,0.162705,0.153644,0.0648285,0.156006,0.130731,-0.0363934,0.0502495,0.0587186,0.0492337,0.155842,0.244763,0.414866,0.480673,0.651831,0.555616,0.535658,0.275451,0.388821,0.552187,0.656024,0.543094,0.763098,0.622054,0.519514,0.434419,0.634099,0.416987,0.392346,0.314578,0.54836,0.367675,0.408522,0.453427,0.451695,0.294807,0.1826,-0.0538556,-0.109218,-0.0939709,-0.15754,-0.129605,0.0128661,0.138243,0.353972,0.358775,0.150574,0.0367803,-0.139456,-0.0616158,-0.1176,-0.0529822,0.0475204,0.0709016,0.0895225,-0.00345221,0.103112,0.0164103,0.187198,0.238593,0.134958,0.425635,0.408779,0.408707,-0.0350773,0.168348,-0.182513,-0.45472,-0.576723,-0.28634,-0.809436,-0.724156,-0.665678,-0.728081,-0.694076,-0.584514,-0.709054,-0.669326,-0.672351,-0.620531,-0.464968,-0.249736,-0.162237,0.0859748,-0.0114485,-0.10731,-0.159118,-0.193659,-0.239531,-0.205028,-0.248584,-0.229312,-0.253537,-0.232383,-0.230137,-0.184841,-0.174219,-0.1275,-0.0122062,-0.0288102,-0.135084,-0.0770932,-0.0821965,-0.0981387,0.011443,0.13617,0.0569659,0.0428549,-0.0484485,-0.123425,-0.237992,-0.174975,-0.15698,-0.0961475,-0.030102,0.0348365,-0.00441991,0.0398853,-0.0896195,-0.0238619,-0.0540258,-0.0182972,-0.0377621,-0.0237482,0.0126523,0.00715667,-0.0241184,-0.0724225,-0.125265,-0.25531,-0.242778,-0.253392,-0.191591,-0.146952,-0.111289,-0.116264,-0.103404,-0.0724826,0.014704,-0.055158,-0.0625037,0.133042,0.0751169,0.0911386,0.146403,0.0486713
Unnamed: 14,,"DP 1 nm, 20 nm/min BW 8 nm, DIT 16 sec",stock-1,1,1,20,5,16,1,0.19871,0.266584,0.222557,0.316575,0.459421,0.266462,0.317511,0.514768,0.533138,0.731163,0.733216,0.630626,0.663841,0.564677,0.541985,0.593128,0.426186,0.39856,0.469195,0.540324,0.580065,0.675569,0.718115,0.672573,0.703214,0.663929,0.727802,0.643571,0.661688,0.687737,0.634539,0.770067,0.7067,0.802514,0.878219,0.883732,0.663593,0.764675,0.805292,0.66641,0.621419,0.430838,0.460195,0.535829,0.711724,0.582994,0.758218,0.890599,0.951984,1.06185,0.975109,1.1096,1.11702,1.26499,1.22435,1.21762,1.27042,1.27513,1.14312,1.09957,0.93581,0.801196,0.614307,0.383244,0.386952,0.346339,0.251978,0.341479,0.480494,0.519304,0.60112,0.695357,0.925066,0.910654,0.92586,0.758305,0.633463,0.643747,0.545439,0.477241,0.482265,0.546316,0.558147,0.530025,0.646765,0.671535,0.660684,0.629657,0.615616,0.500776,0.584907,0.511592,0.528531,0.58689,0.553906,0.66868,0.629625,0.712278,0.678499,0.651897,0.70205,0.806595,0.65998,0.530089,0.536309,0.494406,0.635234,0.582962,0.493272,0.639589,0.716016,0.788712,0.740194,0.651378,0.72692,0.620061,0.691823,0.543982,0.39334,0.293683,0.366101,0.369219,0.326079,0.364767,0.306679,0.31238,0.350659,0.400641,0.437989,0.511475,0.544052,0.550088,0.534837,0.523285,0.610447,0.534916,0.539679,0.619131,0.568538,0.546812,0.580164,0.544393,0.473767,0.516482,0.546191,0.539859,0.613669,0.670607,0.711909,0.795242,0.745271,0.677315,0.651305,0.620654,0.601476,0.549007,0.503639,0.520922,0.637697,0.777898,0.777775,0.831681,0.868135,0.955436,0.966107,0.962628,0.947637,0.91806,1.01727,0.961335,0.911064,0.846666,0.889845,0.801932,0.837967,0.754768,0.865177,0.883127,0.947636,0.984367,0.918287,0.962804,1.04112,0.986001,0.944342,0.950655,0.920754,0.907647,0.970532,1.01822,1.01157,0.983947,0.929699,0.895473,0.91919,0.800953,0.745733,0.772391,0.77622,0.602434,0.617699
Unnamed: 15,,"DP 1 nm, 20 nm/min BW 8 nm, DIT 16 sec",stock-1,2,1,20,5,16,1,-0.0377702,-0.0173066,0.147063,0.319903,0.391122,0.437633,0.349188,0.308972,0.437833,0.687773,0.508591,0.418213,0.307742,0.234146,0.15954,0.215231,0.150741,0.25446,0.436479,0.419801,0.473155,0.528426,0.634865,0.597968,0.531404,0.356858,0.344532,0.431763,0.321815,0.401657,0.440025,0.444455,0.700682,0.587587,0.644957,0.714409,0.645509,0.543563,0.472625,0.530247,0.513206,0.57537,0.534085,0.442121,0.608467,0.619173,0.779526,0.691051,0.624564,0.557048,0.468035,0.434247,0.33172,0.273976,0.243645,0.334325,0.509996,0.527228,0.533602,0.651874,0.565365,0.572707,0.671384,0.603295,0.672438,0.521911,0.592855,0.586889,0.505535,0.412375,0.430571,0.452018,0.444763,0.457114,0.447444,0.591442,0.677261,0.561177,0.54786,0.536706,0.614747,0.679242,0.588085,0.523031,0.572083,0.616106,0.630866,0.603894,0.548635,0.538123,0.384089,0.406699,0.271097,0.273446,0.261805,0.28325,0.294125,0.320202,0.373205,0.477096,0.58495,0.660594,0.545208,0.609349,0.585598,0.486711,0.517991,0.57684,0.47361,0.512741,0.600248,0.597728,0.772592,0.841329,0.842436,0.904417,0.869115,0.776662,0.709807,0.652949,0.527383,0.580637,0.487803,0.544738,0.633115,0.679176,0.704105,0.749619,0.733195,0.757197,0.786654,0.714064,0.701905,0.784769,0.806924,0.785106,0.838628,0.863595,0.848347,0.866634,0.814217,0.752194,0.702415,0.658629,0.6136,0.548761,0.588143,0.659668,0.780061,0.790937,0.785468,0.81139,0.820882,0.744358,0.747722,0.676778,0.694617,0.720314,0.756292,0.873818,0.959312,0.978876,0.926889,0.976507,1.00032,1.05059,1.07673,1.05327,1.06465,0.955296,0.878204,0.844357,0.828093,0.788268,0.749222,0.692201,0.806542,0.968183,1.08163,1.04812,0.970968,0.872594,0.981739,0.975514,0.844587,0.775093,0.819389,0.836242,0.837092,0.841088,0.852503,0.871662,0.918188,0.889314,0.908837,0.833064,0.971902,1.03373,1.04595,0.849617,0.826799
Unnamed: 16,,"DP 0,5 nm 100 nm/min BW 8 nm  DIT 4 sec Acc. 3",stock-1,3,0.5,100,8,4,3,0.322382,0.286982,0.287158,0.357657,0.412261,0.495386,0.480995,0.44047,0.361903,0.295073,0.403085,0.468268,0.321337,0.227606,0.120716,0.0162644,0.0601018,0.243578,0.164661,0.310486,0.239075,0.412883,0.524201,0.677141,0.708857,0.721935,0.663356,0.722344,0.690977,0.625886,0.564743,0.495804,0.549281,0.39213,0.421265,0.315268,0.292461,0.268125,0.308738,0.235178,0.294997,0.219052,0.350902,0.353085,0.335867,0.42024,0.532708,0.531177,0.60326,0.633115,0.629683,0.6298,0.642692,0.655259,0.643097,0.57126,0.525061,0.542941,0.570314,0.58654,0.566181,0.535089,0.50081,0.585283,0.56285,0.565154,0.541001,0.593175,0.566272,0.640346,0.756323,0.809637,0.707997,0.684879,0.714692,0.718746,0.744463,0.719687,0.605567,0.56178,0.486159,0.500062,0.559269,0.609335,0.542278,0.537295,0.586504,0.663806,0.633494,0.652749,0.668983,0.684165,0.630876,0.603116,0.591587,0.54659,0.497158,0.486531,0.413705,0.500636,0.415801,0.447765,0.476177,0.522469,0.542853,0.496608,0.495127,0.511666,0.505966,0.525415,0.563677,0.572921,0.528964,0.441413,0.498906,0.500002,0.630223,0.606264,0.560282,0.576304,0.599056,0.525432,0.651817,0.635612,0.625747,0.531323,0.43266,0.442882,0.417162,0.368364,0.383984,0.432191,0.500909,0.480645,0.549747,0.630041,0.653867,0.72408,0.762629,0.726128,0.74792,0.675143,0.654909,0.673099,0.668386,0.705168,0.643427,0.615162,0.644231,0.676495,0.628426,0.654945,0.655031,0.609194,0.628755,0.628746,0.668847,0.681868,0.685261,0.702127,0.707063,0.708299,0.736853,0.79763,0.823334,0.802049,0.743895,0.759065,0.808424,0.805006,0.800807,0.802525,0.759628,0.740768,0.747756,0.765442,0.762815,0.744909,0.727032,0.695085,0.745292,0.746352,0.743677,0.773357,0.772094,0.768975,0.814733,0.787952,0.888309,0.837953,0.777972,0.782231,0.77244,0.798793,0.775472,0.777238,0.771266,0.780633,0.780385,0.800117,0.782321
Unnamed: 17,,"DP 1 nm, 50 nm/min BW 8 nm, DIT 8 sec",stock-1,4,1,50,8,8,1,-0.266105,-0.330953,-0.283439,-0.186053,-0.429673,-0.283871,-0.167129,-0.0753462,-0.126206,-0.0392913,-0.00203575,0.155721,0.208005,0.429828,0.601463,0.410417,0.497531,0.626536,0.707381,0.645981,0.504723,0.547953,0.57042,0.42879,0.312332,0.302421,0.236924,0.137052,0.151176,0.100454,0.00609974,-0.0652828,-0.198927,-0.0284359,0.0268987,-0.0382729,0.0236667,0.14817,0.229582,0.193118,0.245421,0.282288,0.276659,0.201001,0.244739,0.198283,0.0260854,0.0318307,0.0768781,0.139931,0.194337,0.0735546,0.0868073,0.199686,0.074619,0.0662953,0.141522,0.0834237,0.143738,0.134956,0.230546,0.27241,0.108336,0.150581,0.225198,0.144856,0.171095,0.123885,0.111508,0.0924477,0.0389302,0.0592854,0.202593,0.265805,0.237443,0.22689,0.287268,0.287296,0.306558,0.288797,0.269116,0.260196,0.323545,0.328961,0.406556,0.433255,0.331296,0.379056,0.385161,0.442109,0.411367,0.367319,0.228262,0.243688,0.284005,0.197092,0.108498,0.0448936,-0.0306451,0.0444772,0.0292273,0.11048,0.109709,-0.0527978,-0.0991435,-0.0036264,0.0605328,0.0897253,0.0267784,0.0595448,0.0904351,-0.0336891,0.0581584,0.159363,0.212659,0.179052,0.186807,0.160763,0.168967,0.127576,0.113933,0.126297,0.0770894,0.223363,0.14007,0.223236,0.140274,0.17057,0.132426,0.116472,0.133916,0.26033,0.143003,0.082732,-0.0451746,-0.0096129,-0.0143576,0.0402174,0.0377099,0.126294,0.108511,0.154925,0.182512,0.303773,0.328915,0.328464,0.284278,0.358783,0.296162,0.324516,0.281222,0.251218,0.283968,0.298759,0.300405,0.360722,0.289665,0.34365,0.319588,0.42571,0.417006,0.366961,0.332868,0.320813,0.347311,0.37205,0.455967,0.36295,0.274914,0.327976,0.32712,0.270178,0.260116,0.259312,0.244722,0.16345,0.114124,0.12469,0.0751587,0.0941312,0.146746,0.181686,0.169902,0.119056,0.137128,0.17149,0.175378,0.219115,0.237466,0.217947,0.19953,0.193165,0.267656,0.309565,0.320889,0.369491,0.342211,0.391987,0.405979,0.389337,0.276061
Unnamed: 18,,DP 1 nm 50 nm/min BW 8 nm DIT 8 sec Acc. 3,stock-1,5,1,50,8,8,3,-0.228043,-0.217034,-0.203389,-0.132619,-0.0533668,-0.0411741,-0.0438113,-0.00144034,-0.0473262,-0.0751995,-0.00149431,0.0963111,0.00719374,0.0689806,-0.021267,-0.0852251,-0.125289,-0.0373232,0.0790534,0.0422168,0.0339698,0.0138202,-0.0450645,-0.0602889,0.0356886,0.0403462,0.0367045,0.00653665,-0.0065243,0.0466048,0.0950337,0.145438,0.284005,0.266554,0.133054,0.146555,0.158382,0.184618,0.206699,0.0919521,0.0969639,0.114551,0.0292917,0.0370796,0.026619,-0.0270763,-0.0398356,-0.0368721,-0.0204049,-0.00505238,-0.029279,0.0153458,0.00201573,-0.0759134,0.00784735,0.027069,0.0234886,-0.00542434,0.0423264,0.012464,0.0313195,0.112411,0.207414,0.199101,0.240839,0.206102,0.255183,0.279128,0.289284,0.289165,0.312225,0.277871,0.26413,0.263758,0.352237,0.299999,0.306543,0.311442,0.305123,0.231006,0.215066,0.192607,0.221348,0.237139,0.250831,0.23967,0.218824,0.195469,0.189526,0.219012,0.206995,0.178542,0.157879,0.150311,0.131746,0.178745,0.101772,0.0925659,0.159398,0.233322,0.230261,0.154336,0.142565,0.130937,0.157208,0.176301,0.198039,0.090044,0.0807251,0.123494,0.265286,0.222674,0.273381,0.24819,0.199242,0.241496,0.201807,0.211473,0.179484,0.0797928,0.0856256,0.0258578,0.00928959,0.035286,0.0223679,0.0775316,0.0833875,0.0984721,0.118083,0.0842252,0.0942829,0.148922,0.156814,0.143691,0.137947,0.166076,0.187042,0.197157,0.214162,0.297529,0.278244,0.278581,0.24528,0.306881,0.290382,0.270506,0.271041,0.315961,0.279007,0.256157,0.22492,0.23678,0.236924,0.254242,0.28371,0.261341,0.213309,0.268514,0.292529,0.371818,0.37768,0.357899,0.323377,0.313308,0.337877,0.396068,0.413313,0.370494,0.327323,0.334435,0.332081,0.304575,0.340253,0.348402,0.330573,0.290644,0.302195,0.284568,0.285314,0.323015,0.343704,0.34313,0.330112,0.314187,0.32988,0.310873,0.343128,0.325013,0.347296,0.319897,0.33729,0.283418,0.289786,0.29322,0.258334,0.262531,0.240231,0.260168,0.265294,0.231222,0.156388
Unnamed: 19,,"DP 1 nm, 50 nm/min BW 8 nm, DIT 8 sec",PEG-300,1,1,50,8,8,1,-0.306361,-0.348576,-0.412929,-0.319788,-0.296187,-0.355895,-0.416152,-0.347555,-0.371711,-0.41859,-0.39077,-0.291928,-0.288224,-0.249303,-0.248235,-0.286845,-0.299862,-0.222977,-0.180234,-0.00397459,-0.0585827,-0.137501,-0.245112,-0.18135,-0.103515,-0.0447319,-0.0519606,-0.100456,-0.201149,-0.126927,-0.0505653,0.0857015,0.0942973,0.111708,0.0583357,0.0728208,0.0416331,0.143671,0.121388,0.0910348,0.128623,0.0568199,0.0303938,-6.50732E-4,-0.0278379,0.0141853,0.00307189,-0.0654442,-0.131608,-0.144537,-0.0903041,-0.14332,-0.156639,-0.0768306,-0.123318,-0.123085,-0.0893294,-0.0143322,0.0107509,-0.0179425,0.0731902,0.112384,0.161962,0.137363,0.251368,0.286113,0.237047,0.333377,0.386882,0.40691,0.477761,0.406547,0.352452,0.457635,0.423039,0.473418,0.494185,0.424028,0.511214,0.353545,0.318317,0.379357,0.285773,0.283423,0.299568,0.308058,0.308099,0.277187,0.186475,0.270147,0.282292,0.261744,0.0931316,-0.0320302,-0.0423278,-0.0938163,-0.188779,-0.16452,-0.200521,-0.196548,-0.129008,-0.0878132,0.0398997,-0.0477276,0.158654,0.16149,0.217959,0.277316,0.286653,0.211524,0.334391,0.299705,0.223874,0.168714,0.104658,0.0963923,0.0455151,-0.105807,-0.140982,-0.291279,-0.299413,-0.227537,-0.13307,-0.116154,-0.116544,-0.087928,-0.0531302,-0.0240023,0.11353,0.0944716,0.0236555,0.0831226,0.052144,0.0137427,0.0650322,0.0706946,0.132821,0.14308,0.173185,0.200191,0.19059,0.193167,0.21848,0.268161,0.25477,0.208181,0.194028,0.235684,0.18956,0.171628,0.087754,0.035758,0.0659309,0.0876194,0.110756,0.116433,0.0363792,0.0967944,0.180368,0.288804,0.289494,0.264292,0.229619,0.199295,0.197995,0.248459,0.258129,0.234106,0.183834,0.252806,0.242771,0.196646,0.236164,0.265945,0.214823,0.219072,0.18017,0.217846,0.150521,0.195253,0.215817,0.240595,0.266135,0.277616,0.201816,0.212785,0.23788,0.250384,0.289141,0.224091,0.25798,0.126222,0.107629,0.154624,0.0662965,0.0420995,-0.0394278,-0.0437846,-0.0184716,-0.0367389,-0.0763079
Unnamed: 20,,"DP 1 nm, 20 nm/min BW 5 nm, DIT 16 sec",PEG-300,2,1,20,5,16,1,0.15261,0.123386,0.115412,0.21653,0.137499,0.114305,0.114314,0.182962,0.126023,0.230542,0.19521,0.183649,0.0916302,0.233587,0.254673,0.336157,0.270633,0.244222,0.342596,0.335396,0.235217,0.14324,0.209135,0.125489,0.134135,0.206974,0.196249,0.193389,0.304259,0.403673,0.423309,0.465076,0.438239,0.487409,0.511694,0.538804,0.449618,0.462481,0.517243,0.430995,0.389979,0.332538,0.360025,0.30806,0.34696,0.258815,0.373428,0.462194,0.464802,0.524348,0.472801,0.496594,0.433425,0.387143,0.240829,0.259138,0.234542,0.321744,0.266803,0.232096,0.279662,0.196464,0.156288,0.157621,0.115296,0.0176579,0.0688403,0.0911447,0.168195,0.247893,0.224286,0.399626,0.489247,0.650991,0.678936,0.867394,0.847341,0.952308,0.917718,0.814154,0.648348,0.565881,0.510674,0.455203,0.466863,0.491338,0.53986,0.539356,0.612058,0.586821,0.643817,0.635083,0.691642,0.693424,0.684254,0.614438,0.417554,0.393278,0.297031,0.429428,0.446255,0.389934,0.3332,0.462459,0.531267,0.429332,0.431568,0.556361,0.58505,0.657587,0.621944,0.759523,0.834099,0.761881,0.748026,0.752075,0.726302,0.721268,0.498147,0.454449,0.487375,0.376405,0.250744,0.261993,0.218632,0.2886,0.35011,0.375317,0.451609,0.529344,0.511179,0.432178,0.514267,0.450751,0.467179,0.480831,0.479515,0.494964,0.486961,0.501712,0.515397,0.546675,0.435546,0.474552,0.349378,0.305871,0.34625,0.362551,0.396696,0.422549,0.37639,0.352824,0.330846,0.279415,0.247739,0.10467,0.103679,0.11161,0.185471,0.315841,0.36152,0.403928,0.511232,0.603565,0.637538,0.675134,0.688817,0.657334,0.667798,0.540073,0.480473,0.392821,0.409511,0.429481,0.407369,0.382047,0.515876,0.576204,0.685004,0.667173,0.590714,0.634506,0.706396,0.629401,0.605198,0.516201,0.453048,0.534848,0.480923,0.513965,0.514723,0.517689,0.547088,0.563219,0.605501,0.516566,0.407113,0.437,0.398648,0.291606,0.316751
Unnamed: 21,,"DP 0,5 nm 100 nm/min BW 8 nm DIT 4 sec Acc. 4",PEG-300,3,0.5,100,8,4,4,0.0102276,0.0323444,0.0590662,0.138284,0.120539,0.129846,0.221971,0.270477,0.160201,0.0722331,0.10971,0.142672,0.0908095,0.0729545,0.125822,0.00270076,-0.00756962,0.0910759,0.0916077,0.184575,0.201045,0.249186,0.267984,0.286309,0.325438,0.369863,0.294946,0.304255,0.304851,0.290333,0.242989,0.258344,0.190591,0.202237,0.122938,0.174205,0.195921,0.247801,0.280769,0.341756,0.408488,0.436241,0.454369,0.527503,0.48087,0.430964,0.393687,0.371854,0.327588,0.331195,0.284509,0.221954,0.257546,0.228582,0.243304,0.138868,0.222908,0.225494,0.227231,0.278514,0.344447,0.394271,0.473262,0.577966,0.606293,0.615468,0.682567,0.660182,0.658602,0.620559,0.545958,0.533846,0.455033,0.430141,0.476146,0.480899,0.508653,0.528446,0.575846,0.589538,0.450534,0.425327,0.519606,0.37127,0.381889,0.308853,0.274929,0.261356,0.22672,0.337657,0.323532,0.352966,0.409861,0.474598,0.442356,0.385915,0.421405,0.418488,0.403363,0.366408,0.325449,0.268673,0.0504564,0.0124889,0.142794,0.115012,0.0606411,0.0805807,0.241321,0.0645622,0.196117,0.310651,0.331383,0.167163,0.223234,0.269909,0.219784,0.0763385,0.168985,0.23486,0.212467,0.185696,0.216742,0.173846,0.212093,0.16509,0.216207,0.269013,0.115643,0.162109,0.242821,0.285815,0.259059,0.295488,0.330814,0.346347,0.288651,0.273907,0.238852,0.195333,0.144985,0.11844,0.075575,0.07414,0.0683774,0.115617,0.18637,0.211382,0.215245,0.285373,0.320435,0.379674,0.406104,0.415229,0.465749,0.456158,0.43804,0.51262,0.531142,0.489382,0.465916,0.502901,0.492056,0.497292,0.527043,0.533951,0.477416,0.426617,0.450357,0.398225,0.367778,0.347772,0.273441,0.209383,0.170249,0.19242,0.232053,0.208384,0.223738,0.224236,0.272036,0.28338,0.313249,0.315523,0.319243,0.332593,0.358781,0.38087,0.402454,0.408696,0.395223,0.392079,0.387056,0.421618,0.384707,0.343046,0.336409,0.332419,0.343069,0.311156,0.304405
